							6566	3446020
312707	328							
312379	1660							
310719	365							
310354	1822							
308532	459							
308073	1665							
306408	537							
305871	3							
305868	3640							
302228	244							
301984	1650							
300334	495							
299839	2885							
296954	114							
296840	253							
296587	191							
296396	4153							
292243	419							
291824	2053							
289771	990							
288781	220							
288561	140							
288421	901							
287520	718							
286802	1761							
285041	3371							
281670	1249							
280421	1799							
278622	1191							
277431	2413							
275018	581							
274437	688							
273749	1920							
271829	1687							
270142	2416							
267726	4							
267722	397							
267325	72							
267253	199							
267054	562							
266492	409							
266083	74							
266009	273							
265736	471							
265265	440							
264825	1378							
263447	1461							
261986	1010							
260976	1154							
259822	534							
259288	932							
258356	629							
257727	849							
256878	2465							
254413	2904							
251509	768							
250741	1099							
249642	191							
249451	971							
248480	653							
247827	359							
247468	2344							
245124	64							
245060	409							
244651	2484							
242167	1537							
240630	1196							
239434	3234							
236200	1156							
235044	618							
234426	74							
234352	150							
234202	2							
234200	1435							
232765	666							
232099	160							
231939	382							
231557	30							
231527	475							
231052	245							
230807	451							
230356	273							
230083	882							
229201	864							
228337	75							
228262	1221							
227041	474							
226567	147							
226420	1198							
225222	2675							
222547	232							
222315	49							
222266	598							
221668	1563							
220105	1883							
218222	234							
217988	372							
217616	3838							
213778	1840							
211938	259							
211679	587							
211092	1597							
209495	1216							
208279	1570							
206709	953							
205756	136							
205620	2104							
203516	2500							
201016	437							
200579	642							
199937	1665							
198272	657							
197615	537							
197078	1648							
195430	3485							
191945	1257							
190688	1956							
188732	374							
188358	791							
187567	190							
187377	1142							
186235	2156							
184079	1331							
182748	829							
181919	1060							
180859	919							
179940	270							
179670	2682							
176988	958							
176030	1474							
174556	962							
173594	150							
173444	121							
173323	2792							
170531	2204							
168327	765							
167562	110							
167452	1083							
166369	369							
166000	293							
165707	450							
165257	181							
165076	149							
164927	1925							
163002	110							
162892	965							
161927	134							
161793	1298							
160495	873							
159622	36							
159586	426							
159160	51							
159109	342							
158767	91							
158676	790							
157886	2202							
155684	270							
155414	55							
155359	38							
155321	371							
154950	42							
154908	42							
154866	689							
154177	1891							
152286	831							
151455	2							
151453	20							
151433	65							
151368	1950							
149418	440							
148978	1125							
147853	15							
147838	95							
147743	260							
147483	76							
147407	112							
147295	58							
147237	475							
146762	104							
146658	3198							
143460	74							
143386	3417							
139969	270							
139699	156							
139543	2055							
137488	379							
137109	972							
136137	267							
135870	2491							
133379	3152							
130227	1							
130226	2764							
127462	235							
127227	867							
126360	1487							
124873	1224							
123649	576							
123073	1046							
122027	3049							
118978	1333							
117645	4238							
113407	9							
113398	1270							
112128	114							
112014	1393							
110621	4607							
106014	1920							
104094	2896							
101198	614							
100584	359							
100225	506							
99719	159							
99560	277							
99283	211							
99072	786							
98286	222							
98064	946							
97118	1378							
95740	66							
95674	788							
94886	1							
94885	1276							
93609	1157							
92452	331							
92121	104							
92017	1778							
90239	1614							
88625	476							
88149	239							
87910	106							
87804	815							
86989	1965							
85024	316							
84708	69							
84639	1938							
82701	849							
81852	742							
81110	1140							
79970	1288							
78682	4							
78678	1991							
76687	1020							
75667	545							
75122	276							
74846	1517							
73329	991							
72338	748							
71590	353							
71237	1105							
70132	1028							
69104	734							
68370	120							
68250	1004							
67246	414							
66832	410							
66422	905							
65517	476							
65041	2162							
62879	4149							
58730	172							
58558	137							
58421	51							
58370	264							
58106	78							
58028	315							
57713	1593							
56120	96							
56024	1016							
55008	1849							
53159	2305							
50854	240							
50614	1064							
49550	402							
49148	1552							
47596	1696							
45900	567							
45333	2168							
43165	289							
42876	995							
41881	2035							
39846	156							
39690	2164							
37526	919							
36607	1557							
35050	477							
34573	379							
34194	547							
33647	207							
33440	730							
32710	1539							
31171	461							
30710	477							
30233	1357							
28876	964							
27912	426							
27486	1840							
25646	594							
25052	992							
24060	2552							
21508	720							
20788	185							
20603	197							
20406	980							
19426	8							
19418	3734							
15684	3278							
12406	1136							
11270	1011							
10259	1221							
9038	344							
8694	47							
8647	816							
7831	624							
7207	1216							
5991	137							
5854	165							
5689	388							
5301	667							
4634	910							
3724	794							
2930	237							
2693	309							
2384	2384							
